id,head,relation_type,tail
0,transport layer,provides,process-to-process communication
0,network layer,contains,data plane
0,network layer,has_part,data plane
0,network layer,implements,forwarding
0,network layer,implements,routing
0,network layer,provides,best-effort service
0,network layer,provides,network service model
0,network layer,provides,network-layer service model
0,network layer,receives,datagram
0,network layer,sends,datagram
1,network layer,contains,data plane
1,network layer,has_part,data plane
1,network layer,implements,forwarding
1,network layer,implements,routing
1,network layer,provides,best-effort service
1,network layer,provides,network service model
1,network layer,provides,network-layer service model
1,network layer,receives,datagram
1,network layer,sends,datagram
1,data plane,implements,forwarding
1,control plane,implements,routing
1,router,forwards,ip datagram
1,router,forwards,packet
1,router,has_part,forwarding table
1,router,has_part,input port
1,router,has_part,interface
1,router,has_part,line card
1,router,has_part,output port
1,router,has_part,packet queue
1,router,has_part,queue
1,router,has_part,routing processor
1,router,has_part,switching fabric
1,router,implements,dhcp relay agent
1,router,implements,forwarding
1,router,implements,ip forwarding
1,router,implements,longest prefix matching
1,router,implements,longest prefix matching rule
1,router,operates_at,network layer
1,router,receives,ip datagram
1,router,receives,packet
1,router,requires,forwarding table
1,router,sends,packet too big icmp error message
1,host,contains,application layer
1,host,contains,transport layer
1,host,has_part,network layer
1,host,receives,datagram
1,host,receives,segment
1,host,sends,datagram
1,host,sends,ip datagram
1,host,sends,segment
2,data plane,implements,forwarding
2,ipv4,operates_at,network layer
2,ipv6,enables,anycast address
2,ipv6,has_part,destination address
2,ipv6,has_part,flow label
2,ipv6,has_part,hop limit
2,ipv6,has_part,next header
2,ipv6,has_part,payload length
2,ipv6,has_part,source address
2,ipv6,has_part,traffic class
2,ipv6,has_part,version
2,ipv6,operates_at,network layer
2,ipv6,provides,flow labeling
4,data plane,implements,forwarding
4,control plane,implements,routing
4,network layer,contains,data plane
4,network layer,has_part,data plane
4,network layer,implements,forwarding
4,network layer,implements,routing
4,network layer,provides,best-effort service
4,network layer,provides,network service model
4,network layer,provides,network-layer service model
4,network layer,receives,datagram
4,network layer,sends,datagram
5,network layer,contains,data plane
5,network layer,has_part,data plane
5,network layer,implements,forwarding
5,network layer,implements,routing
5,network layer,provides,best-effort service
5,network layer,provides,network service model
5,network layer,provides,network-layer service model
5,network layer,receives,datagram
5,network layer,sends,datagram
5,transport layer,provides,process-to-process communication
6,router,forwards,ip datagram
6,router,forwards,packet
6,router,has_part,forwarding table
6,router,has_part,input port
6,router,has_part,interface
6,router,has_part,line card
6,router,has_part,output port
6,router,has_part,packet queue
6,router,has_part,queue
6,router,has_part,routing processor
6,router,has_part,switching fabric
6,router,implements,dhcp relay agent
6,router,implements,forwarding
6,router,implements,ip forwarding
6,router,implements,longest prefix matching
6,router,implements,longest prefix matching rule
6,router,operates_at,network layer
6,router,receives,ip datagram
6,router,receives,packet
6,router,requires,forwarding table
6,router,sends,packet too big icmp error message
6,network layer,contains,data plane
6,network layer,has_part,data plane
